User,Followers
eduardocruz,"['brunojm', 'rafaelcaricio', 'marcelcaraciolo', 'evandroabreu', 'marinhomoreira', 'gmotta', 'ajeremias', 'flaviozantut', 'daylerees', 'filipeximenes', 'patrickrbc', 'diogomedeiros', 'NandoKstroNet', 'hugofabricio', 'magnobiet', 'Siffert', 'chrisenytc', 'arthuralvim', 'fhferreira', 'felipe3d', 'Fuhrmann', 'ogiansouza', 'f0ntana', 'tperrelli', 'fjsj', 'gabrielpconceicao', 'viniciusferreira', 'angusshire', 'Shipow', 'sdmg15', 'limatheus', 'nirvanafish', 'VagrantStory', 'fparreira', 'evinw', 'aamiralahazan', 'vidalvasconcelos', 'caueprado0', 'KevinHock', 'uira', 'fridzema', 'nfultz', 'insaneresearcher', 'itsmeetkumar', 'heathdutton']"
henriquemenezes,"['marcelcaraciolo', 'adrianomelo', 'dvro', 'pennyfunny0125', 'yidne', 'tcostam', 'cusspvz', 'simonk9', 'angusshire', 'guilhermerama', 'riyasmohamedmr', 'joaopedronardari', 'brunomunizaf', 'VagrantStory', 'phmferreira', 'renanoaraujo', 'blazeinfosec', 'mateusgrb', 'samyk', 'DiegoSilva776', 'igoriols', 'denissonleal', 'Linux-Player', 'nberat5', 'thnery', 'sophiabeame', 'SupaHiro', 'mitghi', 'manu14889', 'brunnogomes', 'ansarid', 'KevinHock', 'AbrantesMar', 'ameenaziz', 'AhmedMo77859420', 'luizpaulogodoy', 'leonardovaleriano', 'jpaulolins', 'dalinhuang99', 'nelsonic', 'sydneyhen', 'dplewis', 'AndiChiou', 'opengiineer']"
diegocarloslima,"['mihira', 'paulosouzacbcc', 'alaattinturyan', 'KreoSoft', 'IgorMaxSiq', '0359xiaodong', 'asgarddesigns', 'nimarley', 'boygaggoo', 'feiyu1001', 'juniorJaffa', 'wuyexiong', 'pranavlathigara', 'hrules6872', 'ansonlian', 'treejames', 'mateusgrb', 'zhengangyang', 'WasimMemon', 'llpj', 'MayurDev', 'team1420', 'henriquemenezes', 'ezefranca', 'ThomasGreiner', 'willkernel', 'thelou1s', 'mohanrajsambath', 'Baneeishaque', 'xingjiyihao', 'mpruthvikumar', 'OsamaDroidEgypt', 'argisht992', 'bolaram', 'maherzaidoune', 'jiangxi120', 'mohamedHassanKa', 'zhuixunshangfei', 'jzm1994', 'fhd', 'marciobueno1', 'KodiMadhavarao']"
jonathanslima,"['JotaVeUltra', 'MarcosOshiro', 'MichalPaszkiewicz', 'afonsopacifer', 'idlua', 'woliveiras', 'LarissaAbreu', 'divertoso', 'buenonp', 'sergiokopplin', 'theandersonn', 'brunocvcunha', 'talitaoliveira', 'andersongns', 'PhillipeBurgos', 'NikolaiCinotti', 'lucasbento', 'Vermisse', 'wagnerssouza', 'edu-bot', 'thiagolacerdadesouza', 'feliciosan', 'sibelius', 'leeyamkeng', 'matheusFTC', 'kusha-b-k', 'rafascripts', 'Solon97', 'juliavi', 'mstraughan86', 'wagnerrodrigo', 'englishL', 'lrsilva', 'caioalexandrebr', 'indrajithbandara', 'marknemesis', 'arifulbgt4', 'renatonascalves', 'claybson', 'rftHusn']"
andrewesteves,"['eihror', 'aronpc', 'chetanspeed511987', 'SuriyaaKudoIsc', 'winiciuswanderlei', 'alcione', 'helderflima', 'JeserCotrim', 'olaurito', 'AndreMart', 'voumir', 'raisiqueira', 'Lborg', 'fabioars', 'gabrielpconceicao', 'jaymeeer', 'lettyterres', 'maviei', 'cusspvz', 'brunocasanova', 'angusshire', 'sirpresident', 'MarcelSartori', 'riyasmohamedmr', 'thiagoserra', 'romulosousa27', 'fernandovaller', 'marcelomcs', 'eddyeantunes', 'evinw', 'samlau201601', 'gustavoramos', 'leylson', 'leonardo403', 'partoom', 'luizlgam', 'ucsdmath', 'rafadastan', 'heathdutton']"
thiagodiniz,"['jsantos', 'fjsj', 'guilhermebm', 'gmotta', 'filipe0513', 'brunocoelho', 'patrickrbc', 'filipeximenes', 'renatooliveira', 'lipse', 'rafaelcaricio', 'pedroaranha', 'lspecian', 'renatocarvalho', 'Siffert', 'eduardocruz', 'KennedyTedesco', 'guilhermepaiva', 'arthuralvim', 'laisvarejao-elife', 'guiocavalcanti', 'shaneog', 'luanfonceca', 'fernandopereira', 'sergiofontes', 'ernestorocha', 'henriquemenezes', 'efremfilho', 'schweller', 'keppelen', 'LucasRodrigues', 'jhrocha', 'petrosbarreto', 'vidalvasconcelos', 'saemaia', 'rjborba', 'felipetio', 'kassioribeiro', 'thnery']"
diegonvs,"['renatohlf', 'itsmealves', 'theeam', 'Maximilly', 'OtacilioN', 'eunaka', 'MauricioLimaJR', 'ericksrodrigues', 'canejo12', 'gabriel-silva', 'IFormiga', 'AnnaGabriela', 'LuccaMacielM', 'interaminense', 'alexpessoajr', 'BernardoHazin', 'kalecio', 'lucasbento', 'brunocroh', 'victorlaerte', 'camisLuisa', 'inacionery', 'alinedoleron', 'ygorcosta', 'jordanamorais', 'grodrigues', 'AdiChat', 'HaysaRodrigues', 'johnlenonmaghanoy', 'opengiineer', 'nanalyra', 'albertmourato', 'Bunlong', 'phcp', 'rftHusn', 'royyweileryang', 'Openskies', 'akinhwan', 'williamnoah107']"
gallindo,"['aperrelli', 'bianafranco', 'brunocoelho', 'mosfilho', 'jorge6b', 'claudioed', 'fellipecastro', 'silvaaraujo', 'rafaprax', 'achhhmed', 'gugaemc', 'marciliojr', 'carlospdias', 'leoadb', 'gcorreaalves', 'gnuvinicius', 'joliejoker', 'diegoprns', 'AndreAlbuquerque9', 'maatheusbrandao', 'arcelo', 'renatopaulo', 'andersonfgp', 'ajsb85', 'clovisdasilvaneto', 'igormatos', 'inacionery', 'ypersyntelykos', 'henriquemc', 'renatofaria', 'thiagobsa', 'victorsilva20', 'CaioBarros86', 'Lu12C4r1o5', 'rpau', 'hugomenezes', 'gtgsantos', 'juliotobias']"
gvc,"['lmarinho', 'rafaelcaricio', 'gileno', 'fernandopereira', 'gabrielcwa', 'fjsj', 'luisgabriel', 'renatooliveira', 'antonio55', 'ricardosbarbosa', 'brunocoelho', 'araujoraphael', 'leocadiotine', 'lipse', 'ahcbsa', 'henvic', 'filipeximenes', 'sergiofontes', 'guilhermepaiva', 'jmataya', 'corey', 'laisvarejao-elife', 'guiocavalcanti', 'thulioph', 'isabarros', 'linearregression', 'brunnla', 'fernandolins', 'embs', 'dvro', 'dmente03', 'ggirtsou', 'KevinHock', 'lbrito1', 'filipewl', 'arthuralvim', 'thnery']"
jeandersonbc,"['yurifariasg', 'sslopek', 'guilhermesgb', 'joaoarthurbm', 'aninhalacerda', 'decwap', 'tferreirap', 'brunofpaiva', 'fabiosl', 'mlhelder', 'maxknee', 'dapr12', 'brenopolanski', 'GustavoMA', 'tolribeiro', 'simoneas02', 'romariobs', 'pedrosiracusa', 'pacellyjcax', 'charany1', 'jaberi94', 'sergiokopplin', 'saulotoledo', 'Linux-Player', 'samanthakem', 'arturbosch', 'gustavoasoares', 'luishmelo', 'felipedf', 'leopoldomt', 'matozoid', 'caiocmpaes', 'carl-alberto', 'kalamsuthar', 'sirinath', 'dalinhuang99', 'Bunlong']"
pauloborba,"['leopoldomt', 'luisgabriel', 'embs', 'JoaoGFarias', 'larissafalcao', 'haroldogtf', 'llaryssa', 'jessica-rmo', 'psg2', 'cjvg', 'fernandocastor', 'xai', 'jonaslins', 'franzejr', 'thomascristanis', 'ovcg', 'edymiretienne', 'otaciliosilva', 'henvic', 'dionizion', 'horaciojcfilho', 'PedroRossi', 'victorlaerte', 'macm3', 'luiz-reis', 'dvro', 'Gabisampaio', 'jeandersonbc', 'mguilhermetavares', 'thaisabr', 'henriquemenezes', 'RamonSaboya', 'paulorec', 'rllima', 'EduardoLima806', 'karlafalcao']"
rasoliveira,"['murilopontes', 'gmotta', 'ronualdo', 'henriquerrezende', 'mananbharara', 'tejinders', 'tnaires', 'mrgeorgegray', 'raquelguimaraes', 'arthuralvim', 'roselmamendes', 'raony', 'mauriciomelo', 'thaisfreitas', 'shyba', 'Bonifacio2', 'johanngomes', 'gprestes', 'SenaitMiheretu', 'deividazevedo2', 'MarcosX', 'darruda', 'EmilyNemy', 'angusshire', 'MichalPaszkiewicz', 'nicolastrres', 'jtharris', 'leorog', 'edu-bot', 'rahulkavale', 'narendraj9', 'tiberiuichim', 'KevinHock', 'marcusvinicus', 'rodrigogaiao19', 'abmaelsantos']"
douglaslira,"['tuliohmendes', 'darlanalves', 'rodrigopaiva', 'marcofloripa', 'chrisenytc', 'fusuma', 'plcosta', 'gustavocosme', 'yuricamara', 'jaffarc', 'cristianounix', 'lvendrame', 'ddetoni', 'IgorDePaula', 'fredericksilva', 'arnaldorusso', 'AlexandreProenca', 'rafael-henrique-oliveira', 'Yeasinm93', 'darkSasori', 'Pozzoooo', 'israel-santiago-praxis', 'renanoaraujo', 'OswaldoRMarques', 'eduardonunesp', 'jrnin', 'haroldoramirez', 'cassiosantos', 'laurilopes', 'AbrantesMar', 'EduardoLima806', 'fehaa', 'mstraughan86', 'nfultz', 'joaopaulosama', 'karlafalcao']"
karlafalcao,"['tuliohmendes', 'thiagolmm', 'dayvsonlima', 'Nerdsolutions', 'arthuralvim', 'rafaelguinho', 'guiocavalcanti', 'marcelocost', 'manunejaim', 'esdrascavalcs', 'mstred', 'brunocasanova', 'cusspvz', 'angusshire', 'adilsonmandlate', 'FranciscoMarinho', 'tpmarcs', 'deivisondfs2', 'isabellyfd', 'renanoaraujo', 'leite', 'yankasantos', 'fecalemos', 'helenaelena', 'hamorim', 'smzakirhossain', 'shawon14012', 'dalinhuang99', '1530266212', 'renespeck', 'localjo', 'nfultz', 'jbwestphal', 'Drez3a', 'RomaZavalnyUk']"
chocoelho,"['Ziul', 'alvarofernandoms', 'alexandreab', 'rodrigoncalves', 'danielteles', 'thiagovsk', 'josepedro', 'cotrim149', 'angusshire', 'paulohtfs', 'joenio', 'pwener', 'macartur', 'TomazMartins', 'matiasinsaurralde', 'gilsondev', 'Thaiane', 'Milhano', 'kamranhossain', 'EduardoBrasil', 'ViniciusCPSouza', 'sergiomario', 'nfultz', 'mohamedtarek55', 'arthuralvim', 'hecomp', 'PCManticore', 'vonpupp', 'radovankavicky', 'tchaguitos', 'hugobessa', 'NehemiasEC', 'abmaelsantos', 'vanessa', 'amandasavluchinske']"
tomersimis,"['lrexxx', 'marlonwc3', 'henvic', 'pazspm', 'h4ck3rm1k3', 'LucasdeSouzaAlbuquerque', 'llaryssa', 'mjuliagfl', 'acmh', 'cusspvz', 'brunocasanova', 'marcelsan', 'pedrootorres', 'dcms2', 'pedrovsra', 'caionovaes', 'peaonunes', 'lapl', 'cb16', 'godely', 'rcalegario', 'Trakton', 'bss3', 'NNNIE', 'Nuneshere', 'mguilhermetavares', 'Alice-Ke', 'jpedrocm', 'macm3', 'bitsbr', 'cenaion', 'eduardolundgren', 'LeonardoGaldino', 'kakus5']"
marcellustavares,"['rotty3000', 'brunobasto', 'guiocavalcanti', 'hiperion', 'srkntrn', 'tuliorodrigues', 'ericmin', 'patrickrbc', 'aperrelli', 'andrefabbro', 'peterfellwock', 'dustinryerson', 'leoadb', 'rafaprax', 'ajsb85', 'laissandrade', 'inacionery', 'henriquemc', 'pedroqueiroz', 'yadavjpr', 'eduardolundgren', 'abhilash002', 'diogo-lins', 'victorlaerte', 'optnio00', 'alexpessoajr', 'KevinHock', 'shznaqvi', 'interaminense', 'geekfarmer', 'stevenzoernack1', 'camisLuisa', 'nanalyra', 'akinhwan']"
jordanamorais,"['thiagoh', 'interaminense', 'paulorec', 'victorlaerte', 'alexpessoajr', 'hussyvel', 'rafaprax', 'rajkumarui', 'ramon-v', 'mapmf', 'ftadashi', 'gustavoquinalha', 'davidsonfellipe', 'eversonverissimo', 'sibelius', 'kvnol', 'HaysaRodrigues', 'fernandosouza', 'nathalyas', 'tobiasparaiso', 'juliotobias', 'mstraughan86', 'manoelcyreno', 'mirandastephane', 'camisLuisa', 'diegonvs', 'louisberns', 'AdiChat', 'opengiineer', 'nanalyra', 'cassiolpaixao90', 'iagobelo', 'dudemelo', 'akinhwan']"
embs,"['tacsio', 'luisgabriel', 'jessicabarbalho', 'Bmetz', 'sergiofontes', 'filipevarjao', 'carlasouza', 'guiocavalcanti', 'frsoares', 'thaisbione', 'JoaoGFarias', 'brunomachado', 'Zer0Root', 'horaciojcfilho', 'Bouckaert', 'luanamartins', 'esdrascavalcs', 'brunocasanova', 'angusshire', 'ParinVachhani', 'dmente03', 'Linux-Player', 'brunoocasali', 'Paulkim517', 'brunnogomes', 'maxmaccari', 'filipewl', 'dalinhuang99', 'mstraughan86', 'Flyghtrixx', 'urlGuney', 'mateusalexandre', 'cesarbruno16']"
dvro,"['adrianomelo', 'rafaelbarreto87', 'fjsj', 'renatooliveira', 'thypad', 'guilhermepaiva', 'antoniocorreia', 'embatbr', 'henriquemenezes', 'italoarruda', 'angusshire', 'GuidoBR', 'sky1818', 'ivolima', 'corvuscrypto', 'luizanao', 'gileno', 'chkoar', 'glemaitre', 'numanyilmaz', 'avinashbarnwal', 'yardenahirsch', 'alephmelo', 'hussainsultan', 'violivei', 'culdo', 'chmstimoteo', 'haoybl', 'caionovaes', 'leonardovaleriano', 'lasleandro', 'AlexPnt', 'alzami1986']"
patrickrbc,"['renatooliveira', 'filipeximenes', 'filipe0513', 'tcostam', 'eduardocruz', 'Siffert', 'Tiago-Lira', 'luiztiago', 'arthuralvim', 'Jacktony', 'marcelolima', 'rfdslabs', 'inderjitrask', 'apugeat', 'victorgutemberg', 'fjsj', 'gabrielpconceicao', 'janvajda', 'cusspvz', 'souzaxx', 'angusshire', 'riyasmohamedmr', 'VagrantStory', 'JonnatasCabral', 'eduardonunesp', 'evinw', 'roy6513', 'archiedalisay', 'jtaalmasco', 'samlau201601', 'brunnogomes', 'dalinhuang99', 'SurfaceB00k']"
deyvisonrocha,"['lucasm0ura', 'guilhermefarias', 'alganet', 'henriquemoody', 'gitlisted', 'marcelodeveloper', 'eduardomelo', 'lucascmelo', 'iloes', 'luiztiago', 'yelken', 'julihermes', 'rhchristian', 'marzocchi', 'brunocasanova', 'renatoalvesdev', 'phpenterprise', 'angusshire', 'soikmd2', 'fishequality', 'luizbatista', 'fernandosouza', 'ramons03', 'hernandev', 'saulomatias', 'felipecbarelli', 'brunoguerra', 'brunodarshan', 'EclipseMain', 'opengiineer', 'fridzema', 'SkyzohKey', 'heathdutton']"
andresmachado,"['brunocasanova', 'aristotelesbr2014', 'wingsdesign', 'adrianorighi', 'andreztz', 'danilovbarbosa', 'samu101108', 'hiagohubert', 'Rithie', 'asfelix', 'fandrefh', 'rafael-henrique-oliveira', 'neifreitas', 'mschleder', 'z4r4tu5tr4', 'ntlucas', 'monicassilva', 'amaurycatelan', 'bratomes', 'SchuartzRussi', 'leonardoFiedler', 'renatoconstanciofilho', 'gilsondev', 'Lucasfeelix', 'caiofs', 'AlyoshaS', 'caio687', 'diegosorrilha', 'chocoelho', 'AlexGalhardo', 'n1lux', 'kenju254']"
vinicius3w,"['paulofernando', 'ygoleite', 'djtulioo', 'fernandocastor', 'luisgabriel', 'larissafalcao', 'pedrojsn96', 'Eliardo23', 'otaciliosilva', 'gilesv', 'dmop', 'leobarros79', 'ccsguedes', 'KevinHock', 'henvic', 'Augusto94', 'rbm4', 'ThiagoAquino', 'jeandersonbc', 'duanyrf', 'aacgn', 'eduardosm7', 'japm94', 'gutocosta', 'felipegutierrez', 'gfsca', 'tacsio', 'jbsn94', 'wison27', 'claudiocantara', 'rllima', 'dibrito']"
thiagoarrais,"['charlenopires', 'marcospereira', 'tomjnsn', 'gcaixeta', 'fabiocerqueira', 'rafaelcaricio', 'regismesquita', 'diogobaeder', 'marcosinger', 'eapolinario', 'csjaba', 'ricardofbarros', 'cusspvz', 'brunocasanova', 'fadc80', 'Fluen', 'angusshire', 'MichalPaszkiewicz', 'leonardooo', 'marcbarbosa', 'jpaulolins', 'pcmnac', 'jtemporal', 'picatz', 'mstraughan86', 'nelsonic', 'igorwc', 'alelima', 'dlt', 'Rxon7', 'frankyuyong', 'bezzocoaline']"
filipevarjao,"['tvarjao', 'embs', 'marcelcaraciolo', 'rodrigolinsbr', 'edsonalves', 'jacksonpires', 'caiosfonseca', 'nadhine', 'rafaelcaricio', 'felipechaulet', 'guiocavalcanti', 'larissafalcao', 'tdantas', 'luisgabriel', 'dmnelson', 'RonierisonMaciel', 'esdrascavalcs', 'ThaisaMirely', 'anchietajunior', 'angusshire', 'MichalPaszkiewicz', 'Linux-Player', 'geraldo-netto', 'douglasresende', 'AmorimVaz', 'charlenopires', 'enilsen16', 'brunnogomes', 'JeanMichelNeto', 'dalinhuang99', 'acmh', 'willykaram']"
victorcarrico,"['ricardomariz', 'casevictor', 'pedroneves', 'Sjasilva', 'ntocampos', 'meiralins', 'dma4', 'filipeximenes', 'diogenessantoss', 'fjsj', 'Daniloddp', 'angusshire', 'arthuralvim', 'felipefarias', 'jotapes26', 'MichalPaszkiewicz', 'matagus', 'osantana', 'Linux-Player', 'migueldsw', 'thulioph', 'medeirosthiago', 'matiasinsaurralde', 'rjsheperd', 'Williano', 'dalinhuang99', 'kamranhossain', 'kauegimenes', 'vanessa', 'amandasavluchinske', 'dzikri']"
brunolimawd,"['DereckSantana', 'brunodutra', 'quenquen', 'caiofellipe', 'lucasbao', 'gabrielduque', 'FranciscoMarinho', 'dpcavalcanti', 'mstred', 'raphaelpor', 'jonoid', 'thulioph', 'marinalimeira', 'angusshire', 'jonataa', 'andreximenes', 'maretoli', 'hamorim', 'felladrin', 'JoseRafael97', 'trandreluis', 'amslv', 'FranckAJ', 'yankasantos', 'cesarbruno16', 'jpmirandas', 'tiagoalsilva', 'marcoshmendes', 'di3goleite', 'iprodev', 'Emanueltotem']"
ovictoraurelio,"['brunoeris', 'leonardokl', 'vags-cin', 'FilipeCumaru', 'pedrohsoares', 'estherdefreitas', 'ABuarque', 'LeonardoGaldino', 'almdac', 'davidmarccos', 'luucasv', 'sergioamorim', 'jorgehclinhares', 'ggml1', 'rafaellsma', 'acmh', 'victorbreder', 'jgfn1', 'KevinKAMS', 'aht360', 'Valgueiro', 'hitallocavas', 'SenhorN', 'luisfelip80', 'karenngomes', 'ThiagoAugustoSM', 'Leviterus', 'penelopearaujo', 'Traivok', 'RicardoFagundes123']"
tarcisio-marinho,"['leeashley', 'JeanDuarte00', 'olivx', 'slivadrip', 'SHENOISZ', 'RicardoDedubiani', 'martinso-alex', 'Jrjuniorjr', 'francamacdowell', 'mrx6s0', 'thor0x1', 'alphaaurigae', 'rodrigolim', 'finderabd135', 'tommy-mozart', 'seismaili', 'rahmiyildiz', '0x69676f72', 'hackernix', 'HrushikeshK', 'security-track', 'n13lo', 'felixruan09', 'marknemesis', 'lucassklp', 'XorgX30', 'felipe-sbatista', 'mariquirino', 'Gill1000']"
alexpessoajr,"['alsmoreira', 'victorlaerte', 'rafaprax', 'mssalvo', 'interaminense', 'jordanamorais', 'inacionery', 'paulorec', 'thiagoh', 'eudesll', 'Vermisse', 'kleberwilliam', 'Nadilson-IFPE', 'nathalyas', 'ramon-v', 'jonasagx', 'mapmf', 'eversonverissimo', 'sostenesbarros', 'allanragec', 'tobiasparaiso', 'heitorpaceli', 'linolaoj', 'fernandosouza', 'diegonvs', 'dalinhuang99', 'mstraughan86', 'LowApe', 'alinedoleron']"
mauriciomanoel,"['matheusfaustino94', 'giuliosa', 'joliejoker', 'lynnekerpe', 'vinisvieira', 'hellraizen', 'Danilojunior', 'Adrianapppsss', 'joaopauloviegas1995', 'guimandu', 'andersonok', 'cacafilho2100', 'Luluciano', 'VictorRibeiro95', 'acbs', 'rodrigoNogueira1', 'joaopauloviegas', 'rildomatheus', 'simoneas02', 'iurimattos', 'JosimarValentim', 'mayos25', 'suelytohm', 'adsonb87', 'veridianaMelo', 'LeoRodrigues94', 'veronicaglima', 'PauloBrito', 'dylemos']"
brunnogomes,"['brunojm', 'brunoandradd', 'rafaelcaricio', 'frenetic', 'lipse', 'gileno', 'gabrielcwa', 'marcelcaraciolo', 'rodrigoclira', 'adrianomelo', 'tacsio', 'rodrigoamaral', 'diegosiqueir4', 'nielsonsantana', 'fernandogrd', 'arthuralvim', 'embs', 'patrickrbc', 'sergiofontes', 'filipevarjao', 'guiocavalcanti', 'renatooliveira', 'fernandopereira', 'brunnla', 'cleliacsilva', 'henriquemenezes', 'osantana', 'KevinHock']"
arthurmichel,"['thulioph', 'gusshmelo', 'SuriyaaKudoIsc', 'luiztiago', 'sergiohampel', 'vicainelli', 'guilhermefarias', 'gabrielpconceicao', 'giorgiosaints', 'brunocasanova', 'cusspvz', 'mikegwhit', 'angusshire', 'felipemarques8', 'riyasmohamedmr', 'VagrantStory', 'yelken', 'tacionery', 'lucasselliach', 'Shipow', 'lucasbento', 'caiocutrim', 'thiagoaymar', 'marcoshmendes', 'dalinhuang99', 'nelsonic', 'opengiineer', 'rftHusn']"
mayrarabelo,"['lhaisrs', 'luanamartins', 'simoneas02', 'wellvsilva', 'natashaandrade', 'mariCampos', 'veridianaMelo', 'MichalPaszkiewicz', 'henriquecapeleiromaia', 'yankasantos', 'dmente03', 'edu-bot', 'dmesquita', 'Meiyerlove', 'githubgirls', 'abhijit945', 'Programming76', 'OtacilioN', 'carl-alberto', 'marioferreiraa', 'dalinhuang99', 'nfultz', 'mstraughan86', 'Suburbanno', 'indrajithbandara', 'AdiChat', 'rftHusn']"
tuliohmendes,"['karlafalcao', 'thiagolmm', 'dayvsonlima', 'dtuyenle', 'STRd6', 'douglaslira', 'willmendesneto', 'marcelocost', 'gustavocosme', 'luizlago', 'anton46', 'vinod1988', 'gabrielduque', 'gcaraciolo', 'rubens73', 'carlosvictor', 'joaopaulofs', 'bustechsou', 'phbraga', 'nandamx', 'gabrieoel', 'andremion', 'mirshahbazi', 'EfeBudak', 'netiztv', 'IFormiga', 'iykequame']"
akshaykarle,"['ashutripathi', 'marciotoze', 'iuribrito', 'pragmaticivan', 'sebas5384', 'marcwebbie', 'duduribeiro', 'clarify-ops', 'roselmamendes', 'bcfurtado', 'ronualdo', 'loudaTW', 'celsosantarosa', 'cusspvz', 'gabrielpconceicao', 'pedrro', 'vdevula', 'cuipengfei', 'mauriciofaustino', 'roselmamendestw', 'YanzhaoLi', 'tnaires', 'GerardMachinDev', 'macecchi', 'debianmaster', 'sydneyhen', 'minsle']"
lhaisrs,"['RibeiroAna', 'mayrarabelo', 'luanamartins', 'simoneas02', 'ruthkaveke', 'mguilhermetavares', 'di3goleite', 'alexjosesilva', 'rcdl', 'veridianaMelo', 'geisasantos', 'MichalPaszkiewicz', 'ErickSimoes', 'fernandosouza', 'edu-bot', 'githubgirls', 'tiagocalisto', 'rodolfoestevam', 'carl-alberto', 'bernardoreis', 'nfultz', 'natashaandrade', 'Jemesson', 'lpirola', 'anabictoledo', 'mlrl2']"
irgmedeiros,"['renatooliveira', 'vitoriavasconcelos', 'klebercode', 'nataliehan23', 'filipeximenes', 'bnulxe', 'arthuralvim', 'marcwebbie', 'simoneas02', 'MarkPearlCoZa', 'roselmamendes', 'nicolastrres', 'rasoliveira', 'fjsj', 'esdrascavalcs', 'raelmax', 'angusshire', 'gileno', 'MichalPaszkiewicz', 'rafael-pinho', 'Linux-Player', 'kfalconspb', 'elvisdelima', 'dalinhuang99', 'johanngomes', 'jj151']"
HaysaRodrigues,"['carloseduleal', 'frankjuniorr', 'vitoriavasconcelos', 'DouglasWilliam', 'FernandoADS', 'caiocesarbrito', 'deividazevedo2', 'rondymesquita', 'MichalPaszkiewicz', 'eduardoalleixo', 'tamiresa', 'jordanamorais', 'alexandreclayton', 'victorlaerte', 'manoelcyreno', 'luizaguerra', 'camisLuisa', 'dgarciasarai', 'interaminense', 'dplewis', 'AdiChat', 'diegonvs', 'Maximilly', 'opengiineer', 'nanalyra', 'dudemelo']"
yelken,"['vitoriavasconcelos', 'deyvisonrocha', 'khushbuparakh', 'Shipow', 'draraujoo', 'saulobr88', 'joaopaulosama', 'gabrielpconceicao', 'esdrascavalcs', 'cusspvz', 'gustavokuklinski', 'rafaelducati', 'angusshire', 'ytalokaio', 'gabrielilharco', 'victor-manco33', 'evinw', 'fructuoso', 'RamonVicente', 'gpedro', 'KevinHock', 'dalinhuang99', 'wjuniorw', 'iagobelo', 'rodolfoestevam']"
ramonsantos,"['Ramon-Santos', 'lucasbvilela', 'arnaldosales', 'jefferson-lima', 'alinedaniele', 'wagnerdelima', 'lucianoserafim', 'flpdias14', 'glebzo', 'mm580486', 'marxms', 'sjcostaneto', 'TroniPM', 'fagnerlima', 'netoFontenele', 'adslima', 'joaoantoniocn', 'belleaf', 'ddefb', 'eltonrufino', 'Anekenonso', 'anfb', 'mstraughan86', 'dplewis', 'akinhwan']"
pereiragislene,"['q200981193', 'mauriciovieira', 'devmatheus', 'kalilmvp', 'marcwebbie', 'mariane-sm', 'simoneas02', 'thaisfreitas', 'MarcellaMoura', 'pmaia', 'irgmedeiros', 'rodrigoferrazazevedo', 'roselmamendes', 'pingf', 'shyba', 'gprestes', 'marcioroberto', 'cusspvz', 'jeffhsta', 'angusshire', 'henriquenasc', 'EmilyNemy', 'vrcca', 'gpedro', 'dalinhuang99']"
dayvsonlima,"['thiagolmm', 'karlafalcao', 'iuribrito', 'marcelocost', 'vitornogueira', 'joseronierison', 'gpedro', 'gabrielpconceicao', 'brunocasanova', 'angusshire', 'CesarOliveira', 'renanoaraujo', 'alvarengathomas', 'luizpaulogodoy', 'phinfonet', 'Linux-Player', 'hugolhmartins', 'hamorim', 'alexpessoajr', 'tuliohmendes', 'techtique', 'paulohtfs', 'dalinhuang99', 'caiquerodrigues']"
iagobelo,"['Vddicted', 'yuriroyer', 'rodolfoestevam', 'RamonVicente', 'cahueby', 'mauLeal', 'nfultz', 'mstraughan86', 'nelsonic', 'cenaion', 'Vitor0liveira', 'EclipseMain', 'yelken', 'ylgnerbecton', 'netiztv', 'saldanac', 'tstreamDOTh', 'rftHusn', 'opengiineer', 'MaryCaroline', 'nomorecc100', 'danieldsf', 'simoneas02', 'Bunlong']"
lmarinho,"['lmmenge', 'gvc', 'herberthamaral', 'rafaelcaricio', 'lailsonbm', 'gileno', 'thiagodiniz', 'renatooliveira', 'brunocoelho', 'araujoraphael', 'filipeximenes', 'luisgabriel', 'sergiofontes', 'marcwebbie', 'jmataya', 'corey', 'arthuralvim', 'laisvarejao-elife', 'fernandolins', 'angusshire', 'embs', 'dmente03', 'eihror', 'KevinHock']"
vanessa,"['rvlb-19', 'eduardolsneto2', 'ricarthlima', 'amandasavluchinske', 'alnp', 'joaozenos', 'opengiineer', 'reiarthur', 'afonsopacifer', 'mauricionr', 'bergpb', 'leandrw', 'skyzito', 'talitaoliveira', 'drcabral', 'interaminense', 'mikejavier', 'joalisson', 'rcaferati', 'antoniocsz', 'MichelRibeiro1', 'lucassklp', 'matagus', 'llazzaro']"
Suburbanno,"['Kushalexpert', 'douglasdeodato', 'MilenaCrivella', 'endermrn', 'MagnusIIIBR', 'benm-stm', 'jherobr', 'HEMPOTHETH', 'calaca', 'haroldoramirez', 'gengdajian', 'mibsbalsante', 'anapauladsmendes', 'lutsen', 'isllam160', 'hosseind2017', 'HerbL27', 'SkyzohKey', 'rafaelmartinsja', 'King-Success', 'AzoreMXRL', 'yashodhank', 'mrawand']"
mateusrevoredo,"['frenetic', 'ThomazFB', 'marlosin', 'Icons8-Team', 'deyvisonbm', 'brunocasanova', 'cusspvz', 'gabrielpconceicao', 'pauloromeira', 'mikegwhit', 'dpcavalcanti', 'rayana', 'angusshire', 'shanmukh11', 'scr34m0', 'justinharringa', 'riyasmohamedmr', 'VagrantStory', 'di3goleite', 'FranciscoMarinho', 'fchicout', 'dalinhuang99', 'fridzema']"
